City,Bedrooms,Building Area (m²),Land Area (m²),Price
tangerang,4,210,146,2500000000
tangerang,4,380,222,5500000000
tangerang,3,140,105,3100000000
tangerang,2,120,120,4099999999
tangerang,3,64,50,1390000000
tangerang,3,75,60,1700000000
tangerang,3,64,69,1600000000
tangerang,2,60,60,1600000000
tangerang,4,200,480,5000000000
tangerang,4,114,134,2170000000
tangerang,3,99,96,3300000000
tangerang,1,2500,2500,51000000000
tangerang,2,170,90,950000000
tangerang,5,260,259,2700000000
tangerang,5,225,167,2500000000
tangerang,3,102,108,2900000000
tangerang,5,360,120,2850000000
tangerang,6,200,134,1700000000
tangerang,3,69,76,1700000000
tangerang,3,207,179,2800000000
tangerang,6,400,308,4700000000
tangerang,3,200,200,6200000000
tangerang,6,316,270,13000000000
tangerang,4,150,100,2800000000
tangerang,3,182,91,1100000000
tangerang,2,87,60,1900000000
tangerang,3,120,60,1500000000
tangerang,3,140,100,2550000000
tangerang,2,66,62,1200000000
tangerang,3,69,55,1500000000
tangerang,4,158,144,2500000000
tangerang,3,200,160,3800000000
tangerang,4,107,74,1150000000
tangerang,4,114,134,2170000000
tangerang,4,400,264,3950000000
tangerang,3,125,108,1500000000
tangerang,3,69,69,1800000000
tangerang,5,220,120,3550000000
tangerang,3,200,163,3950000000
tangerang,4,240,200,4000000000
tangerang,4,200,144,3500000000
tangerang,2,72,75,600000000
tangerang,3,300,200,2800000000
tangerang,3,150,90,1400000000
tangerang,4,120,160,2800000000
tangerang,2,150,121,1350000000
tangerang,3,90,108,1150000000
tangerang,4,150,90,1300000000
tangerang,2,55,55,650000000
tangerang,4,150,200,1000000000
tangerang,3,90,72,1200000000
tangerang,2,80,90,1200000000
tangerang,3,90,100,1500000000
tangerang,3,90,60,1250000000
tangerang,2,80,90,1200000000
tangerang,2,84,63,1550000000
tangerang,4,150,100,2500000000
tangerang,3,145,55,1300000000
tangerang,3,152,86,1800000000
tangerang,2,100,90,1650000000
tangerang,4,260,190,2500000000
tangerang,4,600,2145,18500000000
tangerang,2,96,96,1100000000
tangerang,2,72,48,1810000000
tangerang,3,120,169,2060000000
tangerang,4,100,120,1770000000
tangerang,3,65,67,940000000
tangerang,4,135,77,1900000000
tangerang,3,63,57,1850000000
tangerang,3,130,90,2600000000
tangerang,2,30,30,225000000
tangerang,5,200,242,2500000000
tangerang,3,176,120,4300000000
tangerang,2,98,98,950000000
tangerang,3,77,72,465000000
tangerang,3,86,63,1500000000
tangerang,3,84,84,950000000
tangerang,2,68,68,439000000
tangerang,2,72,66,1300000000
tangerang,4,91,91,1200000000
tangerang,3,132,90,2250000000
tangerang,6,120,120,2750000000
tangerang,5,143,143,1300000000
tangerang,4,99,400,10000000000
tangerang,4,114,134,2170000000
tangerang,2,48,72,910000000
tangerang,4,190,250,3050000000
tangerang,2,42,60,820000000
tangerang,4,135,77,1900000000
tangerang,2,72,108,1250000000
tangerang,3,71,71,700000000
tangerang,3,100,90,2800000000
tangerang,4,163,108,3060000000
tangerang,3,240,120,1700000000
tangerang,2,138,72,600000000
tangerang,3,72,60,2800000000
tangerang,3,58,55,1800000000
tangerang,4,140,100,2500000000
tangerang,5,275,250,4500000000
tangerang,3,100,90,1350000000
tangerang,3,71,90,1650000000
tangerang,3,90,90,2500000000
tangerang,2,68,68,439000000
tangerang,2,84,60,1900000000
tangerang,3,70,320,1500000000
tangerang,4,147,144,4080000000
tangerang,3,90,70,1400000000
tangerang,4,300,212,3750000000
tangerang,6,650,309,8000000000
tangerang,4,140,105,2500000000
tangerang,2,90,179,1930000000
tangerang,4,114,134,2170000000
tangerang,5,124,124,1750000000
tangerang,4,107,74,1150000000
tangerang,4,135,77,1900000000
tangerang,2,40,40,300000000
tangerang,4,122,93,700000000
tangerang,3,110,90,1490000000
tangerang,5,160,100,2800000000
tangerang,3,69,55,1740000000
tangerang,2,31,60,675000000
tangerang,4,380,222,4700000000
tangerang,3,150,100,2600000000
tangerang,3,150,116,900000000
tangerang,5,120,72,1900000000
tangerang,5,175,200,3700000000
tangerang,2,80,48,1450000000
tangerang,2,72,48,1400000000
tangerang,4,114,134,2170000000
tangerang,4,114,134,2170000000
tangerang,2,90,179,1990000000
tangerang,1,90,60,380000000
tangerang,4,107,74,1150000000
tangerang,3,95,105,1850000000
tangerang,3,126,90,2450000000
tangerang,10,700,680,7000000000
tangerang,4,160,100,2800000000
tangerang,4,300,180,6000000000
tangerang,3,150,120,3600000000
tangerang,4,160,100,2800000000
tangerang,2,61,61,780000000
tangerang,4,135,77,1900000000
tangerang,4,115,144,3300000000
tangerang,3,90,70,1450000000
tangerang,6,120,120,3210000000
tangerang,4,200,180,2680000000
tangerang,2,72,72,1040000000
tangerang,5,124,124,1750000000
tangerang,3,78,108,1550000000
tangerang,3,90,90,3800000000
tangerang,3,200,200,6200000000
tangerang,5,550,250,13900000000
tangerang,4,160,100,2800000000
tangerang,4,300,200,5850000000
tangerang,4,600,220,3800000000
tangerang,4,135,77,1900000000
tangerang,4,104,120,2400000000
tangerang,4,211,180,7250000000
tangerang,3,190,144,4500000000
tangerang,3,140,100,2900000000
tangerang,3,64,50,1020000000
tangerang,3,126,90,2400000000
tangerang,4,164,144,5700000000
tangerang,3,120,90,2300000000
tangerang,3,126,90,2400000000
tangerang,4,211,216,6650000000
tangerang,4,125,72,1250000000
tangerang,4,320,220,5500000000
tangerang,3,120,90,2300000000
tangerang,4,164,144,5700000000
tangerang,3,140,100,2900000000
tangerang,4,110,120,1850000000
tangerang,5,120,108,2500000000
tangerang,3,86,63,1800000000
tangerang,2,60,89,690000000
tangerang,4,200,104,985000000
tangerang,2,32,60,725000000
tangerang,3,90,90,2000000000
tangerang,3,150,180,4200000000
tangerang,3,72,96,1200000000
tangerang,4,380,222,5500000000
tangerang,3,190,144,3600000000
tangerang,3,75,75,1050000000
tangerang,4,180,90,1450000000
tangerang,4,75,177,1500000000
tangerang,3,82,105,2000000000
tangerang,3,100,70,980000000
tangerang,2,60,60,975000000
tangerang,7,90,90,2100000000
tangerang,3,70,60,950000000
tangerang,3,145,55,1300000000
tangerang,2,98,98,950000000
tangerang,3,90,77,1600000000
tangerang,4,120,117,1850000000
tangerang,4,125,100,1450000000
tangerang,4,160,100,2800000000
tangerang,3,131,120,3600000000
tangerang,5,250,180,5700000000
tangerang,2,50,51,420000000
tangerang,2,68,98,950000000
tangerang,3,150,100,2650000000
tangerang,3,177,180,2500000000
tangerang,3,320,160,3000000000
tangerang,3,130,120,4200000000
tangerang,4,150,100,2500000000
tangerang,4,180,144,2000000000
tangerang,2,45,120,1950000000
tangerang,2,42,60,650000000
tangerang,3,176,120,4099999999
tangerang,2,40,40,310000000
tangerang,2,40,40,350000000
tangerang,4,180,144,2000000000
tangerang,2,41,72,868000000
tangerang,3,106,96,3200000000
tangerang,3,150,100,2650000000
tangerang,3,72,60,1300000000
tangerang,4,125,120,2200000000
tangerang,2,100,93,850000000
tangerang,3,100,60,780000000
tangerang,4,150,90,1500000000
tangerang,5,300,240,3700000000
tangerang,3,150,105,3000000000
tangerang,4,131,120,4099999999
tangerang,3,100,90,1500000000
tangerang,4,180,90,2000000000
tangerang,3,99,96,3200000000
tangerang,3,90,90,2900000000
tangerang,3,180,120,3500000000
tangerang,4,220,180,3250000000
tangerang,3,131,120,3300000000
tangerang,4,380,222,4700000000
tangerang,4,200,90,1500000000
tangerang,4,140,125,2500000000
tangerang,4,200,180,4650000000
tangerang,3,200,174,1200000000
tangerang,3,86,63,1270000000
tangerang,3,80,60,650000000
tangerang,3,102,102,1300000000
tangerang,4,125,90,2500000000
tangerang,2,60,104,900000000
tangerang,3,80,80,420000000
tangerang,2,45,60,630000000
tangerang,3,175,120,2200000000
tangerang,3,110,120,4950000000
tangerang,3,125,108,1500000000
tangerang,3,105,52,1100000000
tangerang,4,400,250,5500000000
tangerang,2,90,84,1700000000
tangerang,3,250,250,4000000000
tangerang,2,62,44,986100000
tangerang,3,130,120,4250000000
tangerang,4,230,200,4700000000
tangerang,4,140,160,3500000000
tangerang,2,75,48,1040000000
tangerang,3,90,90,2250000000
tangerang,3,90,90,2400000000
tangerang,4,350,212,2880000000
tangerang,3,117,108,1650000000
tangerang,4,220,120,4000000000
tangerang,3,120,120,3500000000
tangerang,3,105,105,2750000000
tangerang,2,50,72,880000000
tangerang,4,120,117,1800000000
tangerang,3,44,44,1200000000
tangerang,2,41,72,868000000
tangerang,3,90,52,1050000000
tangerang,2,45,60,800000000
tangerang,1,71,56,1300000000
tangerang,4,125,100,1400000000
tangerang,3,80,52,1050000000
tangerang,3,144,72,1400000000
tangerang,1,32,32,195000000
tangerang,2,65,45,750000000
tangerang,3,80,60,625000000
tangerang,3,73,93,1350000000
tangerang,3,167,144,3450000000
tangerang,4,200,175,850000000
tangerang,3,80,55,1180000000
tangerang,2,58,60,850000000
tangerang,2,36,60,125000000
tangerang,4,125,203,3450000000
tangerang,3,150,120,3900000000
tangerang,2,84,60,1900000000
tangerang,3,81,96,1250000000
tangerang,2,77,38,875000000
tangerang,2,36,60,160000000
tangerang,3,95,84,2750000000
tangerang,2,64,48,1000000000
tangerang,3,110,60,700000000
tangerang,4,132,90,1500000000
tangerang,4,250,132,2250000000
tangerang,2,58,58,470000000
tangerang,4,132,90,2350000000
tangerang,3,150,120,3550000000
tangerang,3,112,96,2900000000
tangerang,2,670,84,980000000
tangerang,3,150,120,3900000000
tangerang,2,50,60,800000000
tangerang,3,96,126,2600000000
tangerang,2,73,66,2049999999
tangerang,4,80,90,900000000
tangerang,3,147,120,3300000000
tangerang,3,80,52,999000000
tangerang,2,70,85,975000000
tangerang,5,180,180,4600000000
tangerang,4,127,108,2550000000
tangerang,2,60,60,800000000
tangerang,2,62,62,950000000
tangerang,3,99,96,3400000000
tangerang,5,189,135,3750000000
tangerang,4,120,150,3900000000
tangerang,2,77,38,875000000
tangerang,2,60,48,1300000000
tangerang,3,132,120,1030000000
tangerang,3,100,120,1700000000
tangerang,3,125,90,2600000000
tangerang,2,42,60,1100000000
tangerang,2,50,90,1100000000
tangerang,2,45,45,750000000
tangerang,3,92,53,1100000000
tangerang,1,135,72,2200000000
tangerang,3,80,102,2750000000
tangerang,2,42,61,799000000
tangerang,5,180,90,1900000000
tangerang,6,280,144,2900000000
tangerang,4,135,160,2900000000
tangerang,4,600,220,3900000000
tangerang,2,70,85,950000000
tangerang,3,55,45,1690000000
tangerang,2,75,60,1350000000
tangerang,5,300,180,5500000000
tangerang,3,86,84,1800000000
tangerang,4,230,180,5300000000
tangerang,3,100,90,1300000000
tangerang,3,123,126,2500000000
tangerang,3,209,180,2500000000
tangerang,5,180,120,1800000000
tangerang,3,110,120,1000000000
tangerang,5,240,135,4600000000
tangerang,6,600,300,7300000000
tangerang,6,300,600,7300000000
tangerang,4,125,100,1480000000
tangerang,6,200,90,2700000000
tangerang,5,200,128,1700000000
tangerang,2,36,91,940000000
tangerang,5,650,1000,7000000000
tangerang,4,200,150,3950000000
tangerang,2,41,72,800000000
tangerang,3,224,144,4000000000
tangerang,4,300,180,5300000000
tangerang,3,200,120,3300000000
tangerang,3,90,63,1700000000
tangerang,3,90,180,2500000000
tangerang,2,90,66,550000000
tangerang,2,50,55,460000000
tangerang,2,60,60,775000000
tangerang,3,69,55,1560000000
tangerang,4,100,120,1200000000
tangerang,3,114,138,1350000000
tangerang,3,108,96,1400000000
tangerang,3,103,103,550000000
tangerang,3,150,75,875000000
tangerang,3,70,150,1200000000
tangerang,6,200,134,1600000000
tangerang,3,60,60,1500000000
tangerang,4,150,90,1550000000
tangerang,3,64,50,1300000000
tangerang,4,130,120,2049999999
tangerang,2,60,105,1200000000
tangerang,2,50,63,650000000
tangerang,2,76,48,1300000000
tangerang,2,63,39,875000000
tangerang,10,800,1000,4500000000
tangerang,3,80,50,1500000000
tangerang,2,80,40,400000000
tangerang,4,170,144,2350000000
tangerang,4,230,210,2750000000
tangerang,5,120,97,1990000000
tangerang,2,55,75,1100000000
tangerang,3,144,96,2350000000
tangerang,3,64,69,1660000000
tangerang,5,150,120,1450000000
tangerang,4,200,180,4650000000
tangerang,4,250,180,4650000000
tangerang,3,120,120,3000000000
tangerang,2,50,60,550000000
tangerang,2,120,99,650000000
tangerang,2,155,105,2200000000
tangerang,3,224,144,4050000000
tangerang,2,60,32,315000000
tangerang,3,100,60,1630000000
tangerang,1,87,87,400000000
tangerang,4,211,180,7300000000
tangerang,3,200,144,4200000000
tangerang,3,144,126,1300000000
tangerang,3,256,160,3850000000
tangerang,4,280,180,6000000000
tangerang,4,120,75,1550000000
tangerang,4,250,180,5300000000
tangerang,3,36,72,536900000
tangerang,4,180,132,2000000000
tangerang,3,144,144,1650000000
tangerang,4,160,195,2600000000
tangerang,5,200,150,2500000000
tangerang,4,170,120,2250000000
tangerang,3,86,63,1300000000
tangerang,3,63,58,1750000000
tangerang,11,500,800,8500000000
tangerang,3,130,144,4600000000
tangerang,9,220,198,3950000000
tangerang,10,410,186,2700000000
tangerang,4,114,120,1600000000
tangerang,3,176,120,4099999999
tangerang,4,150,120,1500000000
tangerang,2,60,60,800000000
tangerang,4,110,140,1700000000
tangerang,3,104,72,1180000000
tangerang,2,45,90,2000000000
tangerang,4,360,200,2700000000
tangerang,4,140,180,4700000000
tangerang,3,80,120,1130000000
tangerang,6,400,250,3700000000
tangerang,4,280,180,5750000000
tangerang,3,60,90,2850000000
tangerang,4,123,176,3300000000
tangerang,2,42,72,700000000
tangerang,2,75,48,1050000000
tangerang,4,211,180,4850000000
tangerang,2,42,42,250000000
tangerang,3,955,512,15000000000
tangerang,4,150,120,3200000000
tangerang,3,89,80,450000000
tangerang,4,400,264,3950000000
tangerang,3,70,105,1300000000
tangerang,3,64,50,1550000000
tangerang,2,40,62,650000000
tangerang,6,350,175,2500000000
tangerang,4,360,286,7000000000
tangerang,3,140,100,2550000000
tangerang,2,75,48,1250000000
tangerang,3,100,65,1350000000
tangerang,3,123,176,3300000000
tangerang,3,110,55,690000000
tangerang,3,110,55,775000000
tangerang,7,182,154,978800000
tangerang,1,75,90,950000000
tangerang,7,350,407,3200000000
tangerang,2,55,55,700000000
tangerang,4,160,120,4500000000
tangerang,3,122,61,850000000
tangerang,3,136,131,450000000
tangerang,3,528,176,2000000000
tangerang,3,175,201,1340000000
tangerang,3,119,119,1660000000
tangerang,2,36,72,810000000
tangerang,3,125,90,2400000000
tangerang,4,192,150,3600000000
tangerang,3,95,84,2500000000
tangerang,4,250,356,4350000000
tangerang,3,120,170,1500000000
tangerang,2,64,108,875560000
tangerang,4,140,128,2900000000
tangerang,3,150,105,1750000000
tangerang,3,300,120,4500000000
tangerang,5,180,160,2500000000
tangerang,3,90,63,1700000000
tangerang,4,80,96,1150000000
tangerang,4,150,150,2300000000
tangerang,3,150,120,3300000000
tangerang,3,163,215,1700000000
tangerang,3,100,60,1100000000
tangerang,4,160,100,2700000000
tangerang,3,190,144,3600000000
tangerang,3,240,120,1700000000
tangerang,3,106,96,3200000000
tangerang,3,70,90,1700000000
tangerang,4,200,108,1200000000
tangerang,5,140,100,1700000000
tangerang,3,81,102,1300000000
tangerang,2,45,45,900000000
tangerang,4,76,90,2200000000
tangerang,3,53,50,1400000000
tangerang,3,165,144,4800000000
tangerang,2,73,38,875000000
tangerang,2,41,72,838000000
tangerang,3,80,121,850000000
tangerang,4,300,180,5300000000
tangerang,4,230,180,5500000000
tangerang,2,87,60,1600000000
tangerang,4,550,347,7500000000
tangerang,2,65,72,1300000000
tangerang,3,165,180,2950000000
tangerang,5,465,200,6100000000
tangerang,4,180,120,1770000000
tangerang,2,52,77,975000000
tangerang,5,144,78,1450000000
tangerang,4,60,60,660000000
tangerang,2,75,60,1250000000
tangerang,3,100,90,2300000000
tangerang,5,162,162,7000000000
tangerang,4,200,126,1000000000
tangerang,6,300,294,4500000000
tangerang,5,160,100,2800000000
tangerang,2,68,98,950000000
tangerang,4,170,100,802000000
tangerang,4,150,108,3200000000
tangerang,2,80,42,375000000
tangerang,3,158,1022,1990000000
tangerang,5,160,100,2800000000
tangerang,5,310,310,5000000000
tangerang,6,200,120,1650000000
tangerang,2,89,84,2500000000
tangerang,3,160,120,3800000000
tangerang,4,126,128,3500000000
tangerang,4,210,146,2700000000
tangerang,2,90,108,1500000000
tangerang,2,90,90,1300000000
tangerang,2,60,90,1250000000
tangerang,2,112,112,1200000000
tangerang,2,45,45,250000000
tangerang,2,90,90,900000000
tangerang,3,116,160,1750000000
tangerang,4,150,90,1550000000
tangerang,3,250,96,1650000000
tangerang,3,180,84,2000000000
tangerang,4,140,95,2049999999
tangerang,4,300,120,3000000000
tangerang,3,78,90,2360000000
tangerang,3,180,90,2300000000
tangerang,2,72,72,350000000
tangerang,2,45,41,501210000
tangerang,4,211,180,7300000000
tangerang,5,160,100,2800000000
tangerang,5,200,310,5100000000
tangerang,5,185,135,2650000000
tangerang,2,75,48,1150000000
tangerang,1,30,30,150000000
tangerang,2,45,45,220000000
tangerang,1,30,30,165000000
tangerang,3,90,72,1100000000
tangerang,2,75,60,1350000000
tangerang,3,110,104,1250000000
tangerang,2,50,98,950000000
tangerang,3,90,108,2300000000
tangerang,2,60,48,1300000000
tangerang,2,110,74,990000000
tangerang,3,100,52,1100000000
tangerang,4,200,160,2500000000
tangerang,3,86,96,950000000
tangerang,2,84,76,800000000
tangerang,3,55,75,1500000000
tangerang,3,130,65,1350000000
tangerang,3,67,66,1650000000
tangerang,4,210,144,3650000000
tangerang,4,250,180,6100000000
tangerang,2,50,60,680000000
tangerang,2,90,55,600000000
tangerang,3,140,84,1040000000
tangerang,2,60,60,1130000000
tangerang,3,100,128,1380000000
tangerang,2,87,60,1500000000
tangerang,5,150,150,4500000000
tangerang,2,98,98,950000000
tangerang,2,87,60,1580000000
tangerang,4,189,135,3750000000
tangerang,2,114,90,850000000
tangerang,4,210,250,4800000000
tangerang,2,58,58,400000000
tangerang,2,80,80,470000000
tangerang,9,420,230,7500000000
tangerang,2,35,72,650000000
tangerang,2,87,60,1400000000
tangerang,3,156,108,2400000000
tangerang,3,99,96,3800000000
tangerang,1,35,35,220000000
tangerang,4,300,180,6000000000
tangerang,4,150,150,2500000000
tangerang,3,240,256,5500000000
tangerang,3,120,77,1650000000
tangerang,3,73,93,1250000000
tangerang,2,110,72,990000000
tangerang,8,600,680,1250000000
tangerang,5,189,135,3750000000
tangerang,3,142,120,3600000000
tangerang,4,136,131,450000000
tangerang,5,189,60,1550000000
tangerang,3,67,55,1390000000
tangerang,4,125,96,2750000000
tangerang,4,300,200,6000000000
tangerang,4,125,96,2750000000
tangerang,4,189,135,3750000000
tangerang,2,80,48,1350000000
tangerang,4,126,90,2500000000
tangerang,3,130,144,1700000000
tangerang,3,131,120,3900000000
tangerang,2,42,42,280000000
tangerang,4,126,90,2500000000
tangerang,4,125,203,3500000000
tangerang,2,100,104,1300000000
tangerang,2,48,72,820000000
tangerang,2,55,55,600000000
tangerang,1,55,55,700000000
tangerang,2,60,60,810000000
tangerang,4,100,125,1450000000
tangerang,2,55,55,500000000
tangerang,3,87,60,1600000000
tangerang,2,42,60,850000000
tangerang,3,53,50,1400000000
tangerang,4,225,160,4000000000
tangerang,4,128,96,1200000000
tangerang,2,60,89,690000000
tangerang,3,90,90,2650000000
tangerang,3,112,96,2900000000
tangerang,2,98,98,900000000
tangerang,4,125,100,1450000000
tangerang,3,340,200,2800000000
tangerang,2,32,60,850000000
